county_fips,tract_fips,year,measure_id,measure_name,data_value,low_ci,high_ci,unit,total_pop
36055,36055009605,2023,LPA,No leisure-time physical activity among adults,50.1,45.9,54.6,%,3445
36059,36059404500,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.5,8.6,10.4,%,4321
36055,36055011507,2023,DIABETES,Diagnosed diabetes among adults,9.5,8.1,11.2,%,3969
36055,36055011504,2023,DIABETES,Diagnosed diabetes among adults,8.5,7.1,9.9,%,7331
36059,36059519702,2023,CHD,Coronary heart disease among adults,5.8,5.0,6.7,%,5663
36055,36055012307,2023,STROKE,Stroke among adults,1.8,1.6,2.0,%,2726
36055,36055013603,2023,CANCER,Cancer (non-skin) or melanoma among adults,11.9,10.7,13.1,%,5619
36059,36059409900,2023,OBESITY,Obesity among adults,30.6,26.9,34.0,%,8312
36055,36055011507,2023,STROKE,Stroke among adults,3.1,2.5,3.6,%,3969
36059,36059413300,2023,CHD,Coronary heart disease among adults,4.8,4.2,5.6,%,6976
36059,36059520900,2023,LPA,No leisure-time physical activity among adults,20.1,16.6,23.7,%,4495
36059,36059517000,2023,DIABETES,Diagnosed diabetes among adults,14.0,12.2,15.9,%,3662
36055,36055013207,2023,STROKE,Stroke among adults,3.0,2.6,3.4,%,5980
36055,36055013207,2023,CHD,Coronary heart disease among adults,6.0,5.2,6.7,%,5980
36059,36059410000,2023,CHD,Coronary heart disease among adults,5.9,5.2,6.6,%,4095
36055,36055013104,2023,COPD,Chronic obstructive pulmonary disease among adults,5.1,4.4,6.0,%,5405
36059,36059302200,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.8,7.0,8.5,%,3882
36059,36059412400,2023,LPA,No leisure-time physical activity among adults,24.0,20.4,28.0,%,6179
36055,36055009500,2023,STROKE,Stroke among adults,3.0,2.6,3.3,%,3046
36057,36057072700,2023,STROKE,Stroke among adults,3.6,3.3,4.0,%,4549
36059,36059301900,2023,OBESITY,Obesity among adults,23.0,19.9,26.4,%,3100
36059,36059412100,2023,CHD,Coronary heart disease among adults,5.7,5.0,6.5,%,6527
36059,36059303600,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.4,6.7,8.1,%,8658
36059,36059407301,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.6,6.9,8.3,%,6616
36059,36059517102,2023,CANCER,Cancer (non-skin) or melanoma among adults,11.3,10.2,12.5,%,2483
36055,36055011303,2023,BPHIGH,High blood pressure among adults,32.2,28.8,35.7,%,3007
36055,36055011603,2023,DIABETES,Diagnosed diabetes among adults,16.3,14.0,18.6,%,1230
36055,36055011210,2023,DIABETES,Diagnosed diabetes among adults,13.7,11.2,16.4,%,1206
36055,36055013101,2023,CSMOKING,Current cigarette smoking among adults,10.8,8.8,12.9,%,6633
36059,36059413100,2023,LPA,No leisure-time physical activity among adults,20.9,17.8,24.4,%,4993
36055,36055013511,2023,CHD,Coronary heart disease among adults,5.7,5.0,6.4,%,2455
36059,36059302000,2023,CHD,Coronary heart disease among adults,5.7,5.1,6.4,%,5330
36059,36059302502,2023,STROKE,Stroke among adults,2.5,2.2,2.9,%,2766
36059,36059517902,2023,BPHIGH,High blood pressure among adults,32.2,29.3,34.9,%,2923
36059,36059406801,2023,BPHIGH,High blood pressure among adults,31.5,28.9,34.0,%,5183
36055,36055012100,2023,OBESITY,Obesity among adults,30.8,26.5,35.5,%,3725
36059,36059416201,2023,BPHIGH,High blood pressure among adults,32.3,29.7,35.0,%,4026
36059,36059407204,2023,CSMOKING,Current cigarette smoking among adults,9.5,7.8,11.2,%,2848
36059,36059405200,2023,STROKE,Stroke among adults,3.1,2.8,3.4,%,6857
36059,36059416801,2023,DIABETES,Diagnosed diabetes among adults,8.8,7.6,10.2,%,2197
36059,36059521302,2023,CSMOKING,Current cigarette smoking among adults,8.5,6.4,10.7,%,5457
36055,36055015101,2023,STROKE,Stroke among adults,3.4,3.0,3.7,%,4651
36055,36055011904,2023,CANCER,Cancer (non-skin) or melanoma among adults,12.2,11.0,13.4,%,4085
36059,36059517705,2023,DIABETES,Diagnosed diabetes among adults,8.8,7.7,10.0,%,2506
36059,36059410700,2023,OBESITY,Obesity among adults,30.3,26.9,34.0,%,7165
36059,36059407801,2023,CHD,Coronary heart disease among adults,5.4,4.8,6.0,%,5531
36055,36055011708,2023,COPD,Chronic obstructive pulmonary disease among adults,4.2,3.5,5.1,%,3724
36059,36059406202,2023,OBESITY,Obesity among adults,38.2,34.2,42.3,%,6077
36059,36059520700,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.7,8.8,10.7,%,4738
36059,36059413600,2023,CANCER,Cancer (non-skin) or melanoma among adults,6.9,6.3,7.5,%,6085
36059,36059405302,2023,CHD,Coronary heart disease among adults,5.7,5.0,6.6,%,4295
36059,36059410100,2023,COPD,Chronic obstructive pulmonary disease among adults,5.0,4.1,6.2,%,6011
36059,36059300700,2023,CSMOKING,Current cigarette smoking among adults,6.3,4.9,7.9,%,6604
36059,36059520900,2023,OBESITY,Obesity among adults,28.3,24.6,32.0,%,4495
36059,36059520501,2023,BPHIGH,High blood pressure among adults,29.9,27.3,32.6,%,3625
36059,36059413803,2023,OBESITY,Obesity among adults,32.8,29.0,36.5,%,4384
36059,36059406802,2023,CSMOKING,Current cigarette smoking among adults,13.9,11.5,16.4,%,5556
36059,36059521200,2023,STROKE,Stroke among adults,2.7,2.3,3.2,%,2786
36059,36059413001,2023,STROKE,Stroke among adults,3.0,2.6,3.5,%,4140
36059,36059521700,2023,CHD,Coronary heart disease among adults,5.5,4.8,6.3,%,4704
36055,36055011707,2023,DIABETES,Diagnosed diabetes among adults,9.0,7.6,10.5,%,7072
36059,36059301102,2023,STROKE,Stroke among adults,2.7,2.4,3.1,%,4582
36055,36055011705,2023,CHD,Coronary heart disease among adults,7.4,6.4,8.6,%,2615
36059,36059413002,2023,STROKE,Stroke among adults,2.8,2.4,3.2,%,3878
36055,36055014802,2023,STROKE,Stroke among adults,3.3,3.0,3.7,%,5281
36059,36059415402,2023,CHD,Coronary heart disease among adults,4.7,4.0,5.4,%,4952
36055,36055013300,2023,CSMOKING,Current cigarette smoking among adults,9.9,7.6,12.4,%,3490
36059,36059413500,2023,LPA,No leisure-time physical activity among adults,22.7,19.6,25.8,%,7583
36059,36059412100,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.1,9.2,11.1,%,6527
36059,36059521902,2023,CSMOKING,Current cigarette smoking among adults,7.1,5.2,9.2,%,4500
36059,36059520200,2023,OBESITY,Obesity among adults,27.6,24.1,31.1,%,3161
36059,36059413804,2023,LPA,No leisure-time physical activity among adults,21.6,18.5,24.9,%,3857
36059,36059302400,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.2,8.4,10.1,%,5220
36059,36059409600,2023,BPHIGH,High blood pressure among adults,29.5,26.8,32.4,%,5074
36059,36059303700,2023,STROKE,Stroke among adults,2.9,2.5,3.4,%,6743
36059,36059519602,2023,BPHIGH,High blood pressure among adults,29.3,26.4,32.0,%,2168
36059,36059518000,2023,OBESITY,Obesity among adults,31.7,27.9,35.4,%,7075
36059,36059519400,2023,STROKE,Stroke among adults,2.5,2.2,2.9,%,4406
36059,36059411800,2023,LPA,No leisure-time physical activity among adults,22.2,18.8,25.8,%,6563
36059,36059416702,2023,STROKE,Stroke among adults,2.4,2.1,2.8,%,4458
36059,36059301400,2023,CSMOKING,Current cigarette smoking among adults,5.3,3.9,7.0,%,2193
36059,36059415202,2023,BPHIGH,High blood pressure among adults,29.9,27.0,32.8,%,4504
36059,36059408400,2023,CSMOKING,Current cigarette smoking among adults,6.9,5.3,8.7,%,3953
36059,36059410000,2023,COPD,Chronic obstructive pulmonary disease among adults,4.7,4.0,5.5,%,4095
36059,36059300600,2023,CHD,Coronary heart disease among adults,5.5,4.9,6.1,%,6740
36055,36055009302,2023,OBESITY,Obesity among adults,30.6,25.9,35.2,%,1693
36059,36059300800,2023,STROKE,Stroke among adults,2.8,2.5,3.1,%,4358
36055,36055013004,2023,CSMOKING,Current cigarette smoking among adults,7.2,5.7,9.0,%,5052
36059,36059520001,2023,LPA,No leisure-time physical activity among adults,22.6,18.6,26.8,%,6860
36059,36059406400,2023,CANCER,Cancer (non-skin) or melanoma among adults,12.1,10.9,13.3,%,6948
36059,36059412200,2023,COPD,Chronic obstructive pulmonary disease among adults,5.2,4.3,6.1,%,5749
36055,36055011904,2023,STROKE,Stroke among adults,2.9,2.6,3.4,%,4085
36055,36055014206,2023,LPA,No leisure-time physical activity among adults,26.8,22.7,31.0,%,3519
36059,36059520300,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.5,7.7,9.3,%,6356
36055,36055011503,2023,BPHIGH,High blood pressure among adults,33.0,29.6,36.5,%,5892
36059,36059414400,2023,CSMOKING,Current cigarette smoking among adults,12.2,10.2,14.2,%,5150
36059,36059519300,2023,LPA,No leisure-time physical activity among adults,24.2,21.0,27.6,%,6613
36057,36057070800,2023,CHD,Coronary heart disease among adults,6.9,6.1,7.9,%,2959
36059,36059410700,2023,COPD,Chronic obstructive pulmonary disease among adults,4.8,4.1,5.6,%,7165
36059,36059415700,2023,LPA,No leisure-time physical activity among adults,19.3,15.8,23.1,%,5932
36059,36059302700,2023,COPD,Chronic obstructive pulmonary disease among adults,3.4,2.8,4.0,%,4593
36055,36055014301,2023,DIABETES,Diagnosed diabetes among adults,12.5,10.7,14.4,%,2927
36059,36059409900,2023,BPHIGH,High blood pressure among adults,33.7,30.9,36.3,%,8312
36055,36055010602,2023,CANCER,Cancer (non-skin) or melanoma among adults,11.0,10.0,12.2,%,3964
36055,36055009401,2023,CSMOKING,Current cigarette smoking among adults,14.0,11.6,16.7,%,2260
36055,36055011205,2023,COPD,Chronic obstructive pulmonary disease among adults,5.1,4.2,6.2,%,5775
36055,36055011100,2023,DIABETES,Diagnosed diabetes among adults,8.9,7.6,10.3,%,4034
36055,36055014400,2023,OBESITY,Obesity among adults,32.0,27.5,36.7,%,4715
36059,36059521400,2023,COPD,Chronic obstructive pulmonary disease among adults,4.2,3.3,5.2,%,6408
36055,36055014503,2023,CSMOKING,Current cigarette smoking among adults,11.1,8.8,13.6,%,3300
36055,36055011507,2023,LPA,No leisure-time physical activity among adults,22.5,18.3,26.9,%,3969
36057,36057070500,2023,BPHIGH,High blood pressure among adults,34.5,30.6,38.4,%,2703
36059,36059404800,2023,CHD,Coronary heart disease among adults,6.0,5.4,6.7,%,6782
36059,36059405302,2023,COPD,Chronic obstructive pulmonary disease among adults,5.8,4.6,7.1,%,4295
36059,36059407801,2023,LPA,No leisure-time physical activity among adults,22.7,19.8,25.7,%,5531
36059,36059414800,2023,COPD,Chronic obstructive pulmonary disease among adults,4.9,4.1,5.9,%,6775
36059,36059519704,2023,CHD,Coronary heart disease among adults,5.1,4.5,5.9,%,3239
36055,36055011710,2023,LPA,No leisure-time physical activity among adults,18.1,14.7,22.0,%,5967
36059,36059519801,2023,BPHIGH,High blood pressure among adults,29.4,26.8,32.1,%,2499
36059,36059519802,2023,DIABETES,Diagnosed diabetes among adults,8.9,7.7,10.2,%,5204
36059,36059415300,2023,OBESITY,Obesity among adults,27.8,24.2,31.3,%,5903
36055,36055009404,2023,OBESITY,Obesity among adults,33.5,28.9,38.2,%,633
36059,36059407000,2023,COPD,Chronic obstructive pulmonary disease among adults,7.0,6.0,8.0,%,8169
36059,36059406400,2023,OBESITY,Obesity among adults,24.2,20.8,27.6,%,6948
36059,36059304100,2023,CANCER,Cancer (non-skin) or melanoma among adults,5.3,4.8,5.8,%,4576
36059,36059412301,2023,COPD,Chronic obstructive pulmonary disease among adults,5.8,4.6,7.2,%,3357
36059,36059414303,2023,STROKE,Stroke among adults,2.9,2.7,3.3,%,4640
36059,36059300300,2023,BPHIGH,High blood pressure among adults,34.8,32.1,37.4,%,4680
36055,36055012700,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.8,8.9,10.8,%,3913
36059,36059406701,2023,COPD,Chronic obstructive pulmonary disease among adults,6.8,5.8,7.8,%,3621
36059,36059519703,2023,COPD,Chronic obstructive pulmonary disease among adults,3.9,3.1,5.0,%,3761
36055,36055013604,2023,OBESITY,Obesity among adults,33.3,28.6,38.3,%,5742
36059,36059303000,2023,DIABETES,Diagnosed diabetes among adults,10.0,8.7,11.4,%,6038
36059,36059411901,2023,STROKE,Stroke among adults,3.7,3.1,4.3,%,3704
36059,36059407102,2023,COPD,Chronic obstructive pulmonary disease among adults,4.3,3.6,5.1,%,5838
36059,36059405000,2023,BPHIGH,High blood pressure among adults,31.9,29.3,34.5,%,5453
36059,36059407802,2023,DIABETES,Diagnosed diabetes among adults,12.1,10.5,13.8,%,1114
36055,36055013005,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.5,6.8,8.3,%,4621
36059,36059409300,2023,CHD,Coronary heart disease among adults,5.3,4.6,6.1,%,4285
36055,36055014001,2023,LPA,No leisure-time physical activity among adults,27.5,23.8,31.3,%,5039
36057,36057072100,2023,CSMOKING,Current cigarette smoking among adults,11.8,9.9,13.8,%,5557
36059,36059518000,2023,STROKE,Stroke among adults,3.5,3.1,4.0,%,7075
36059,36059517201,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.0,6.3,7.6,%,4471
36059,36059518204,2023,STROKE,Stroke among adults,2.6,2.2,3.0,%,4718
36059,36059412200,2023,STROKE,Stroke among adults,2.7,2.4,3.0,%,5749
36059,36059409000,2023,OBESITY,Obesity among adults,28.3,24.9,31.7,%,5742
36059,36059301900,2023,CSMOKING,Current cigarette smoking among adults,5.3,4.0,6.9,%,3100
36059,36059416100,2023,OBESITY,Obesity among adults,28.2,24.6,31.9,%,6410
36059,36059520700,2023,DIABETES,Diagnosed diabetes among adults,8.2,6.9,9.4,%,4738
36055,36055014204,2023,COPD,Chronic obstructive pulmonary disease among adults,6.5,5.6,7.6,%,2565
36059,36059405700,2023,OBESITY,Obesity among adults,27.3,23.8,30.8,%,4895
36059,36059410800,2023,CHD,Coronary heart disease among adults,4.5,3.9,5.1,%,5615
36059,36059302400,2023,OBESITY,Obesity among adults,24.0,20.8,27.2,%,5220
36059,36059409100,2023,OBESITY,Obesity among adults,28.2,24.8,31.5,%,5221
36059,36059407900,2023,COPD,Chronic obstructive pulmonary disease among adults,6.5,5.0,8.4,%,5865
36059,36059302400,2023,STROKE,Stroke among adults,2.9,2.5,3.3,%,5220
36059,36059405500,2023,LPA,No leisure-time physical activity among adults,22.6,19.3,26.0,%,5574
36055,36055014400,2023,STROKE,Stroke among adults,3.5,3.1,4.0,%,4715
36059,36059407301,2023,OBESITY,Obesity among adults,24.0,20.8,27.2,%,6616
36055,36055010901,2023,BPHIGH,High blood pressure among adults,42.0,38.8,45.5,%,5032
36059,36059416900,2023,CANCER,Cancer (non-skin) or melanoma among adults,12.5,11.4,13.6,%,4281
36059,36059519704,2023,LPA,No leisure-time physical activity among adults,17.5,14.8,20.9,%,3239
36059,36059518203,2023,CSMOKING,Current cigarette smoking among adults,7.6,5.8,9.5,%,4617
36059,36059521200,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.5,8.6,10.4,%,2786
36059,36059302102,2023,CHD,Coronary heart disease among adults,4.6,4.0,5.3,%,3534
36059,36059517101,2023,OBESITY,Obesity among adults,30.4,26.6,34.2,%,5560
36059,36059520502,2023,LPA,No leisure-time physical activity among adults,21.8,18.5,25.4,%,5105
36059,36059518204,2023,COPD,Chronic obstructive pulmonary disease among adults,4.0,3.2,5.0,%,4718
36059,36059406100,2023,STROKE,Stroke among adults,2.8,2.5,3.2,%,3006
36059,36059520300,2023,CHD,Coronary heart disease among adults,5.0,4.4,5.6,%,6356
36059,36059519200,2023,OBESITY,Obesity among adults,24.4,21.3,27.7,%,6675
36059,36059416202,2023,DIABETES,Diagnosed diabetes among adults,11.0,9.6,12.3,%,4928
36055,36055014103,2023,CHD,Coronary heart disease among adults,7.6,6.5,8.8,%,4336
36055,36055011605,2023,STROKE,Stroke among adults,3.3,2.8,3.8,%,2239
36059,36059416000,2023,COPD,Chronic obstructive pulmonary disease among adults,5.1,4.2,6.2,%,4079
36059,36059521601,2023,LPA,No leisure-time physical activity among adults,20.8,17.2,24.6,%,4213
36059,36059409200,2023,OBESITY,Obesity among adults,28.4,24.8,31.8,%,6055
36059,36059406400,2023,STROKE,Stroke among adults,2.6,2.2,3.1,%,6948
36059,36059407502,2023,DIABETES,Diagnosed diabetes among adults,13.4,11.8,15.1,%,5663
36059,36059520401,2023,DIABETES,Diagnosed diabetes among adults,8.4,7.2,9.7,%,4256
36059,36059409200,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.6,7.8,9.5,%,6055
36055,36055012301,2023,DIABETES,Diagnosed diabetes among adults,9.2,7.9,10.7,%,5998
36055,36055014001,2023,DIABETES,Diagnosed diabetes among adults,12.4,10.8,14.1,%,5039
36055,36055011507,2023,CHD,Coronary heart disease among adults,6.1,5.2,7.1,%,3969
36059,36059405301,2023,DIABETES,Diagnosed diabetes among adults,10.3,8.9,11.6,%,3712
36055,36055014503,2023,DIABETES,Diagnosed diabetes among adults,10.6,9.1,12.1,%,3300
36055,36055012301,2023,STROKE,Stroke among adults,2.6,2.3,3.0,%,5998
36059,36059301900,2023,BPHIGH,High blood pressure among adults,29.3,26.6,32.1,%,3100
36055,36055013505,2023,BPHIGH,High blood pressure among adults,33.7,30.4,37.1,%,3777
36059,36059520200,2023,LPA,No leisure-time physical activity among adults,21.7,18.5,25.0,%,3161
36059,36059416900,2023,STROKE,Stroke among adults,3.2,2.8,3.7,%,4281
36055,36055014504,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.7,8.7,10.7,%,5401
36059,36059410200,2023,LPA,No leisure-time physical activity among adults,21.4,18.5,24.6,%,3834
36059,36059300800,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.1,7.4,8.8,%,4358
36055,36055014104,2023,BPHIGH,High blood pressure among adults,38.2,34.5,41.8,%,3822
36055,36055011711,2023,BPHIGH,High blood pressure among adults,36.7,33.0,40.5,%,2046
36059,36059517301,2023,LPA,No leisure-time physical activity among adults,26.9,22.7,31.1,%,3090
36059,36059406900,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.2,3.8,4.7,%,7949
36055,36055012700,2023,DIABETES,Diagnosed diabetes among adults,8.2,7.0,9.7,%,3913
36059,36059409300,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.9,8.0,9.7,%,4285
36059,36059517500,2023,OBESITY,Obesity among adults,26.4,23.0,29.7,%,3998
36059,36059521801,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.2,8.4,10.1,%,3596
36055,36055011601,2023,BPHIGH,High blood pressure among adults,34.1,30.5,37.8,%,5742
36059,36059412100,2023,DIABETES,Diagnosed diabetes among adults,9.2,8.0,10.6,%,6527
36055,36055012900,2023,BPHIGH,High blood pressure among adults,33.4,29.9,36.7,%,5460
36059,36059407700,2023,OBESITY,Obesity among adults,26.6,23.1,30.1,%,4907
36059,36059414303,2023,CANCER,Cancer (non-skin) or melanoma among adults,6.3,5.7,7.0,%,4640
36055,36055009301,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.7,4.2,5.2,%,2554
36059,36059520002,2023,BPHIGH,High blood pressure among adults,32.1,29.3,34.7,%,4382
36059,36059518700,2023,BPHIGH,High blood pressure among adults,29.6,26.9,32.2,%,5733
36055,36055012800,2023,LPA,No leisure-time physical activity among adults,17.0,14.2,20.0,%,4577
36055,36055014003,2023,BPHIGH,High blood pressure among adults,36.6,33.2,40.0,%,4641
36059,36059521601,2023,STROKE,Stroke among adults,2.8,2.4,3.2,%,4213
36059,36059521200,2023,COPD,Chronic obstructive pulmonary disease among adults,5.3,4.2,6.7,%,2786
36055,36055011605,2023,OBESITY,Obesity among adults,27.9,23.6,32.3,%,2239
36055,36055013401,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.3,7.4,9.2,%,3906
36059,36059409300,2023,COPD,Chronic obstructive pulmonary disease among adults,5.3,4.4,6.4,%,4285
36055,36055012000,2023,LPA,No leisure-time physical activity among adults,22.8,19.0,27.0,%,2611
36059,36059300600,2023,LPA,No leisure-time physical activity among adults,20.2,17.7,23.2,%,6740
36059,36059519400,2023,BPHIGH,High blood pressure among adults,29.4,26.8,32.0,%,4406
36059,36059414100,2023,BPHIGH,High blood pressure among adults,34.8,32.1,37.5,%,6832
36055,36055013603,2023,OBESITY,Obesity among adults,28.7,24.4,33.4,%,5619
36055,36055015304,2023,LPA,No leisure-time physical activity among adults,23.6,19.6,28.0,%,3933
36059,36059407802,2023,STROKE,Stroke among adults,4.7,3.8,5.6,%,1114
36055,36055011901,2023,OBESITY,Obesity among adults,27.7,23.5,32.0,%,6319
36059,36059416100,2023,COPD,Chronic obstructive pulmonary disease among adults,4.9,4.0,5.9,%,6410
36059,36059521302,2023,OBESITY,Obesity among adults,27.9,24.3,31.5,%,5457
36055,36055010100,2023,CSMOKING,Current cigarette smoking among adults,11.1,8.7,13.5,%,3555
36055,36055011507,2023,COPD,Chronic obstructive pulmonary disease among adults,5.5,4.3,6.9,%,3969
36055,36055011903,2023,CSMOKING,Current cigarette smoking among adults,6.1,4.4,7.9,%,1969
36055,36055014301,2023,STROKE,Stroke among adults,3.8,3.3,4.4,%,2927
36059,36059303400,2023,BPHIGH,High blood pressure among adults,29.4,26.6,32.4,%,2645
36057,36057072200,2023,COPD,Chronic obstructive pulmonary disease among adults,8.1,7.1,9.2,%,3572
36055,36055014504,2023,DIABETES,Diagnosed diabetes among adults,10.4,8.9,12.0,%,5401
36055,36055012100,2023,BPHIGH,High blood pressure among adults,31.8,28.7,35.0,%,3725
36059,36059416300,2023,DIABETES,Diagnosed diabetes among adults,8.6,7.5,9.8,%,3817
36055,36055010602,2023,STROKE,Stroke among adults,3.9,3.4,4.5,%,3964
36059,36059301800,2023,DIABETES,Diagnosed diabetes among adults,10.1,8.8,11.3,%,5076
36059,36059519601,2023,LPA,No leisure-time physical activity among adults,17.7,14.9,21.1,%,4566
36059,36059413200,2023,CSMOKING,Current cigarette smoking among adults,9.2,7.0,11.5,%,6668
36055,36055011903,2023,CHD,Coronary heart disease among adults,5.6,4.9,6.4,%,1969
36055,36055009402,2023,DIABETES,Diagnosed diabetes among adults,9.3,8.1,10.6,%,2092
36059,36059519703,2023,OBESITY,Obesity among adults,24.2,20.9,27.6,%,3761
36059,36059303700,2023,CHD,Coronary heart disease among adults,5.6,4.8,6.5,%,6743
36059,36059416201,2023,CHD,Coronary heart disease among adults,5.9,5.3,6.7,%,4026
36055,36055013510,2023,BPHIGH,High blood pressure among adults,33.1,29.7,36.6,%,3600
36059,36059302000,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.6,9.7,11.5,%,5330
36059,36059301102,2023,OBESITY,Obesity among adults,25.0,21.8,28.3,%,4582
36059,36059404400,2023,BPHIGH,High blood pressure among adults,30.3,27.6,33.1,%,4984
36059,36059415202,2023,CSMOKING,Current cigarette smoking among adults,7.0,5.2,9.2,%,4504
36059,36059414400,2023,DIABETES,Diagnosed diabetes among adults,13.8,12.2,15.4,%,5150
36055,36055011712,2023,LPA,No leisure-time physical activity among adults,17.4,14.4,20.6,%,5482
36055,36055011401,2023,LPA,No leisure-time physical activity among adults,22.9,19.5,26.7,%,3419
36059,36059416201,2023,CSMOKING,Current cigarette smoking among adults,9.1,7.4,10.8,%,4026
36059,36059407101,2023,CSMOKING,Current cigarette smoking among adults,12.5,10.3,14.9,%,5161
36055,36055012900,2023,STROKE,Stroke among adults,3.0,2.6,3.6,%,5460
36059,36059414900,2023,CHD,Coronary heart disease among adults,4.6,4.0,5.3,%,7456
36055,36055011505,2023,CSMOKING,Current cigarette smoking among adults,8.3,6.8,10.1,%,6414
36059,36059521400,2023,BPHIGH,High blood pressure among adults,29.4,26.5,32.2,%,6408
36055,36055011303,2023,CHD,Coronary heart disease among adults,5.8,4.9,6.7,%,3007
36059,36059303900,2023,COPD,Chronic obstructive pulmonary disease among adults,4.5,3.8,5.4,%,4008
36059,36059520900,2023,BPHIGH,High blood pressure among adults,30.3,27.4,33.0,%,4495
36055,36055015304,2023,BPHIGH,High blood pressure among adults,28.5,25.4,31.4,%,3933
36059,36059517301,2023,CSMOKING,Current cigarette smoking among adults,9.3,7.3,11.4,%,3090
36059,36059304100,2023,DIABETES,Diagnosed diabetes among adults,11.0,9.6,12.4,%,4576
36055,36055012401,2023,DIABETES,Diagnosed diabetes among adults,9.1,7.7,10.7,%,3003
36055,36055013701,2023,CHD,Coronary heart disease among adults,7.0,6.2,7.8,%,2274
36055,36055012600,2023,CSMOKING,Current cigarette smoking among adults,6.8,5.3,8.4,%,5126
36055,36055011603,2023,COPD,Chronic obstructive pulmonary disease among adults,11.8,9.8,14.0,%,1230
36055,36055014103,2023,LPA,No leisure-time physical activity among adults,28.2,23.7,33.3,%,4336
36059,36059304202,2023,COPD,Chronic obstructive pulmonary disease among adults,4.3,3.6,4.9,%,3593
36055,36055011605,2023,CANCER,Cancer (non-skin) or melanoma among adults,11.8,10.7,12.9,%,2239
36059,36059408800,2023,DIABETES,Diagnosed diabetes among adults,9.8,8.5,11.1,%,6838
36059,36059301500,2023,COPD,Chronic obstructive pulmonary disease among adults,3.3,2.8,3.9,%,3250
36059,36059413400,2023,CHD,Coronary heart disease among adults,4.8,4.1,5.5,%,5982
36059,36059520600,2023,CSMOKING,Current cigarette smoking among adults,8.4,6.5,10.5,%,5615
36055,36055013005,2023,STROKE,Stroke among adults,3.2,2.7,3.7,%,4621
36059,36059407102,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.9,4.4,5.4,%,5838
36055,36055014302,2023,COPD,Chronic obstructive pulmonary disease among adults,8.0,6.9,9.2,%,4956
36059,36059408500,2023,STROKE,Stroke among adults,2.5,2.1,2.9,%,6352
36059,36059413300,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.6,8.7,10.6,%,6976
36059,36059303204,2023,LPA,No leisure-time physical activity among adults,25.0,21.7,28.6,%,4483
36055,36055015000,2023,DIABETES,Diagnosed diabetes among adults,10.2,8.7,11.8,%,5586
36059,36059519400,2023,CHD,Coronary heart disease among adults,5.0,4.4,5.8,%,4406
36055,36055011505,2023,LPA,No leisure-time physical activity among adults,19.1,16.0,22.5,%,6414
36055,36055014806,2023,CSMOKING,Current cigarette smoking among adults,12.9,10.5,15.6,%,3675
36059,36059302000,2023,OBESITY,Obesity among adults,24.9,21.8,28.1,%,5330
36059,36059303800,2023,LPA,No leisure-time physical activity among adults,20.6,17.5,23.9,%,5005
36059,36059412700,2023,DIABETES,Diagnosed diabetes among adults,7.5,6.4,8.8,%,4129
36055,36055013510,2023,CHD,Coronary heart disease among adults,6.1,5.2,7.2,%,3600
36059,36059407801,2023,CSMOKING,Current cigarette smoking among adults,8.1,6.8,9.6,%,5531
36055,36055014503,2023,LPA,No leisure-time physical activity among adults,23.3,19.4,27.4,%,3300
36059,36059521700,2023,CSMOKING,Current cigarette smoking among adults,7.7,6.1,9.7,%,4704
36055,36055012307,2023,OBESITY,Obesity among adults,22.7,19.1,26.8,%,2726
36059,36059520402,2023,LPA,No leisure-time physical activity among adults,20.7,17.2,24.3,%,4210
36059,36059300100,2023,LPA,No leisure-time physical activity among adults,18.2,15.2,21.7,%,5619
36059,36059406001,2023,COPD,Chronic obstructive pulmonary disease among adults,4.7,3.8,5.7,%,4761
36059,36059519100,2023,BPHIGH,High blood pressure among adults,31.7,29.0,34.3,%,6276
36059,36059411302,2023,STROKE,Stroke among adults,2.2,1.9,2.5,%,7369
36055,36055011901,2023,CANCER,Cancer (non-skin) or melanoma among adults,13.3,12.1,14.5,%,6319
36055,36055011901,2023,COPD,Chronic obstructive pulmonary disease among adults,6.4,5.2,7.7,%,6319
